iter	MultiClass
824	0.2122569824
825	0.2121861165
826	0.2121171387
827	0.2120398763
828	0.2119575033
829	0.2119000326
830	0.2118286133
831	0.2117656738
832	0.2117072917
833	0.2116293132
834	0.2115724935
835	0.2115091146
836	0.211442513
837	0.2113866211
838	0.2113191732
839	0.2112855143
840	0.2112558919
841	0.2111809896
842	0.2111275879
843	0.2110780599
844	0.2110030762
845	0.2109460938
846	0.2108859212
847	0.2108158691
848	0.2107544596
849	0.2106646484
850	0.2105805827
851	0.2105315592
852	0.2104588542
853	0.2103990885
854	0.2103046549
855	0.2102381999
856	0.2101575033
857	0.2101141927
858	0.2100479167
859	0.2099978841
860	0.2099397624
861	0.2098698242
862	0.2098281738
863	0.209761849
864	0.209714681
865	0.2096568848
866	0.209580778
867	0.209507373
868	0.2094355794
869	0.2093686523
870	0.2093110026
871	0.2092413086
872	0.2091896322
873	0.2091233724
874	0.209070752
875	0.2089949544
876	0.2089460449
877	0.2088732422
878	0.2088225911
879	0.2087489583
880	0.2087072591
881	0.2086386068
882	0.208569694
883	0.2085139648
884	0.2084747559
885	0.2084319661
886	0.208381071
887	0.2082987305
888	0.2082246094
889	0.2081730143
890	0.208093278
891	0.2079955241
892	0.2079181803
893	0.2078738444
894	0.2078136393
895	0.2077808919
896	0.2077162923
897	0.2076440918
898	0.2075778646
899	0.2075069336
900	0.2074428711
901	0.2073952474
902	0.2073512044
903	0.2072742513
904	0.2072313965
905	0.207178597
906	0.2071002116
907	0.2070515137
908	0.2069725423
909	0.2069050456
910	0.206853597
911	0.206810612
912	0.2067329264
913	0.2066782227
914	0.2066110677
915	0.206550765
916	0.2064924967
917	0.2064422201
918	0.2063664062
919	0.2063072917
920	0.206249056
921	0.2062006022
922	0.20613514
923	0.2060778646
924	0.2060181641
925	0.2059604818
926	0.2059067057
927	0.2058272624
928	0.2057522461
929	0.2056839193
930	0.205623877
931	0.2055783366
932	0.2055173665
933	0.2054434082
934	0.2053790527
935	0.2053175456
936	0.2052644531
937	0.2051921224
938	0.2051453125
939	0.2050684896
940	0.205006543
941	0.2049707031
942	0.2049084961
943	0.2048224609
944	0.2047763997
945	0.2047174479
946	0.2046380208
947	0.2045779948
948	0.2045136556
949	0.2044615072
950	0.2044065267
951	0.2043505371
952	0.2043013509
953	0.2042290039
954	0.2041312826
955	0.2040693034
956	0.2039909017
957	0.2039280924
958	0.2038776042
959	0.2038064941
960	0.2037571777
961	0.2036861165
962	0.2036365397
963	0.2035688314
964	0.2035080566
965	0.2034617513
966	0.2034020833
967	0.2033271973
968	0.2032704102
969	0.2032009277
970	0.2031535319
971	0.2030798177
972	0.2030278809
973	0.2029892415
974	0.2029483236
975	0.2028895345
976	0.2028177246
977	0.2027458496
978	0.2026741048
979	0.2026014323
980	0.2025599935
981	0.2025116048
982	0.202436263
983	0.2023742188
984	0.202305599
985	0.2022502279
986	0.2021817383
987	0.2021087565
988	0.2020416341
989	0.2020040202
990	0.2019621094
991	0.2018991211
992	0.2018530762
993	0.2018195964
994	0.2017252441
995	0.2016748698
996	0.2016043457
997	0.2015508789
998	0.2014828125
999	0.2014462402
